,Actual,Actual,Predicted,Predicted,Sharpe_Actual,Sharpe_Predicted
,mean,std,mean,std,,
Decile,,,,,,
0,0.32346537387839125,0.13510086110883493,0.33627630990422414,0.11482677933234772,2.3942510153048775,2.928553007055316
1,0.5342395205082758,0.04573719621451167,0.5651806810027632,0.02667872005470076,11.680635559789087,21.184700009743494
2,0.665676747209408,0.06148304780270205,0.6821444566860316,0.05770480244447263,10.82699656245982,11.821277047823465
3,0.8389509007275137,0.08201588366755347,0.8323313663537174,0.06822706268634621,10.229127130156293,12.199431333869894
4,1.0372866469474578,0.08778435502445628,1.0172503916647477,0.08496068049625846,11.816304245311992,11.973190253690893
5,1.3205710357243081,0.07496294199419172,1.3034965186627172,0.07170481750824396,17.616318151262373,18.178646344269033
6,1.698031147534929,0.1755378858423228,1.7009437095780826,0.17343160060433246,9.67330294190844,9.807576610323872
7,2.0633040485799925,0.11525053314879166,2.055584051880307,0.07301864216243233,17.902772266712287,28.151496535742115
8,2.3413800998066234,0.2146016381645454,2.3284226483676926,0.16026488080530632,10.910355204331548,14.528589399422554
9,2.9630590527714302,0.2942118669123695,2.9695559137736494,0.3165689241157499,10.071174503827788,9.380440364032271
