,Actual,Actual,Predicted,Predicted,Sharpe_Actual,Sharpe_Predicted
,mean,std,mean,std,,
Decile,,,,,,
0,0.3198987117413219,0.1274969528237519,0.3382873895985138,0.1128308458631852,2.509069469162456,2.9981818093317267
1,0.5400293134403018,0.0522377750791059,0.5647945503780285,0.02505717881667106,10.337908010486899,22.54022907009224
2,0.6639631395768898,0.06272309779271187,0.6818929404680897,0.05273007421998183,10.585624163066116,12.93176523179801
3,0.8389509007275137,0.08201588366755347,0.8331721553617626,0.06285990947384967,10.229127130156293,13.254428177443847
4,1.0372866469474578,0.08778435502445628,1.0217193132628457,0.09133585692603603,11.816304245311992,11.186398722795541
5,1.3275535885769056,0.09030958594808414,1.3174982714092454,0.08074731737635077,14.700029621883887,16.316310116763255
6,1.6910485946823317,0.1852382844930527,1.7065802307504385,0.17420856490004089,9.12904478310343,9.796190168546863
7,2.0716228779581938,0.12051518908875447,2.0755965625736144,0.08172818966163369,17.189724329540976,25.396335966413535
8,2.333061270428422,0.22371586383426162,2.3503152901876576,0.14660660980658607,10.428680516625565,16.031441510641038
9,2.9630590527714302,0.2942118669123695,2.9928802902129408,0.3139421395468589,10.071174503827788,9.533222569397138
