,Actual,Actual,Predicted,Predicted,Sharpe_Actual,Sharpe_Predicted
,mean,std,mean,std,,
Decile,,,,,,
0,0.3198987117413219,0.12749695282375192,0.3056683289980549,0.13152356514066393,2.5090694691624558,2.324057507650008
1,0.5593167283345908,0.0535660038004965,0.5668325119221126,0.03546430792801497,10.441636273964617,15.983182671227151
2,0.6446757246826008,0.09221257577309064,0.6585356418569818,0.025250486536218697,6.9911909441611035,26.080116947940546
3,0.8568485149232051,0.10817074362793752,0.8114822839016417,0.08872784483307306,7.921259355213537,9.145745458241581
4,1.0381347095513558,0.12789821423307215,1.057854018798945,0.06272181365788938,8.116881973500714,16.86580723843409
5,1.3088079117773164,0.1213429346319184,1.300127969773289,0.06313203732760929,10.786024878559708,20.593790804288034
6,1.6910485946823317,0.18523828449305277,1.6978237183700855,0.18483005884441855,9.129044783103426,9.185863646774227
7,2.06209621410613,0.11399593460097912,2.008338567756369,0.06253417322410232,18.08920836803612,32.11585704602076
8,2.371124991806159,0.27221122450511703,2.2932651849985333,0.18382180269888151,8.710606978521515,12.47547979254197
9,2.938089127436466,0.3098059903247488,2.9040421225572586,0.26349962955280176,9.483642083087755,11.021048217357466
